node_index,node_id,longitude,latitude,rain_susceptibility,rain_susceptibility_dense,sensitivity_hits,evidence_rows
152,Interpolated_3086816,98.93115997314453,30.579715728759766,0.0,0.31899064779281616,3.0,12
153,Interpolated_3086819,98.9314956665039,30.579769134521484,0.0,0.3764925003051758,3.0,12
154,Interpolated_3086822,98.9318618774414,30.57982635498047,0.0,0.3895399570465088,3.0,12
155,Interpolated_3086825,98.93225860595703,30.57988929748535,0.0,0.36241447925567627,3.0,12
156,Interpolated_3086828,98.9326400756836,30.5799503326416,0.0,0.35231029987335205,3.0,12
157,Interpolated_3086833,98.93327331542969,30.58005142211914,0.0,0.26166999340057373,3.0,12
158,Interpolated_3086836,98.93388366699219,30.580148696899414,0.0,0.5085902810096741,3.0,12
159,Interpolated_3086839,98.93488311767578,30.580305099487305,0.7493287324905396,0.8724793791770935,3.0,12
160,Interpolated_3089424,98.9222412109375,30.578426361083984,0.0,0.28270065784454346,3.0,12
161,Interpolated_3089427,98.92254638671875,30.578475952148438,0.0,0.3187711238861084,3.0,12
162,Interpolated_3089430,98.92288208007812,30.578527450561523,0.0,0.3489360809326172,3.0,12
163,Interpolated_3089433,98.9232177734375,30.578580856323242,0.0,0.24290689826011658,3.0,12
164,Interpolated_3089436,98.92356872558594,30.578638076782227,0.9619699716567993,0.972120463848114,3.0,12
